trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
209,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,10,18.405688477540277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.1224564282529819}",25,7,-20.22692142591638,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.12123796643338168}",25,5,9.851553839038486,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,0,14.039892616541932,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.11883729385240965}",30,24,11.44649648860527,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11765484302177918}",30,10,8.953651445643033,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,9,23.796314154470036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11532512103806251}",20,1,24.60413413629956,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.1141776169108365}",30,10,30.186994209245295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11304153064044985}",30,15,14.806256208084896,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11191674861732888}",20,0,30.133404961020087,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,3,19.86116117264411,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10970064851551141}",25,9,-58.047709114648605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
222,False,"{'a': 0.5, 'e': 0.10860910882495796}",35,14,39.55335294465012,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10752843013579495}",25,16,11.959427771776877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.1064585043792528}",25,16,14.425272495077142,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10539922456186433}",30,17,25.07082461639342,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.104350484754765}",20,15,8.065765932164785,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,7,-28.710019510056377,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
228,False,"{'a': 0.5, 'e': 0.10228420671553744}",20,6,14.368481338958322,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.1012664618538834}",25,11,1.9154942609915577,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.1002588437228037}",35,13,10.555926229785822,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,10,24.950526989983732,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09827358560436154}",20,4,30.043400901832552,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09729574708953276}",25,8,29.362061953347663,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09632763823049303}",25,11,10.761238766316808,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09536916221554961}",25,0,37.4233825459976,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.09442022319630235}",30,17,21.386679052039767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,9,7.125352831058417,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,4,28.145312590123265,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09162968387750484}",30,24,10.28917047596663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09071795328941251}",20,15,8.932348445750389,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08981529457224763}",25,8,16.822678399759024,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08892161745938634}",30,18,19.787812320301967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08803683258237255}",30,0,15.804835211782095,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,0,20.203146477853934,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.0862935864993705}",20,2,4.8772048211212935,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08543495096732123}",20,2,22.957899689103694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,11,23.378194885905554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,12,16.289480837811674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08290996657517266}",25,13,21.891004585738358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,7,26.00520910043156,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08126823924089167}",30,13,-18.884097177104426,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,13,18.843825252663603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07965902028589801}",25,19,11.80033748893189,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07886639979067495}",20,16,9.028526098887198,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07808166600115313}",25,7,14.53305693602309,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07730474044329974}",25,0,-4.277563986914256,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.07653554542391151}",30,12,31.411301427217825,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07577400402284548}",25,15,17.48188138303118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07502004008532698}",30,6,36.44215227513759,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07427357821433388}",25,14,21.14381211504437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.0735345437630571}",25,0,27.57544982219352,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.07280286282743559}",25,13,22.69504609184838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.0720784622387661}",20,8,12.387098794124137,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07136126955638605}",25,2,21.73663035204852,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,16,8.719346677663264,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06994822174465536}",35,15,33.95516563943323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.069252225309346}",30,18,-1.8089282564291422,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,10,18.755233070260545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06788093937176144}",25,16,8.70272822418608,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06720551273974976}",20,16,7.660294631148202,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06653680671501686}",25,15,6.418100162777686,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,0,8.012133317949992,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.06521928966812753}",20,11,17.640118662058295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,14,18.48843438629698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06392786120670757}",20,13,6.598443985289491,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,11,5.975274656062112,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06266200474215315}",25,5,-5.972166504311491,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.06203850737735829}",25,13,23.6965196230931,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06142121391500013}",25,0,4.867675796030276,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.06081006262521795}",20,8,-18.578078245105495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.06020499239237354}",25,13,21.132992648626878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05960594270893937}",20,7,21.627721643144017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05901285366944784}",30,12,38.72604737002011,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05842566596450083}",25,16,-20.582881215507314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.057844320874838456}",25,17,8.816776674662666,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05726876026546736}",25,13,-6.379562786610792,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,15,11.574914904805759,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.056134762834133725}",35,13,-30.135752488742582,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.05557621261148306}",20,0,30.31581850241009,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.05502322005640723}",20,9,22.816421387916,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05447572986918986}",25,10,26.286953369580463,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05393368730035602}",20,7,19.977005656850697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.053397038145197084}",20,12,17.023308351917372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05286572873835037}",20,12,16.389903693520246,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05233970594843238}",25,17,17.00801474675915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05181891717272583}",25,20,10.794390859890699,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05130331033191911}",30,21,-4.119097872179337,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,0,29.52955314118555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.050287436723591865}",20,10,17.56660428726679,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.049787068367863944}",20,10,18.08839209407005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.04929167876046215}",25,10,-13.425368952423742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.04880121836201296}",20,10,19.94130129957094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.04831563812606777}",30,2,34.00998160287701,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04783488949419837}",25,10,27.086115047219767,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04735892439114091}",30,20,20.192530888553353,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.046887695219988486}",20,9,15.728331134829833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.04642115485743125}",25,14,20.8020592661188,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.045959256649044204}",20,10,15.814327367868744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.04550195440462157}",20,0,20.98393014186718,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.0450492023935578}",30,13,32.102279915798675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.044600955340274535}",25,18,10.713039245012974,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.04415716841969286}",25,5,33.2643960306843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04371779725275094}",20,6,12.811633262164767,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.043282797901965896}",20,6,16.442531656355072,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.04285212686704019}",25,11,14.404423012504484,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.042425741080511385}",30,18,-18.47506859528596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.04200359790344555}",25,15,23.000390251992002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.04158565512117316}",30,16,-16.675206537714768,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
319,False,"{'a': 0.5, 'e': 0.04117187093906774}",20,5,25.501914675394346,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.04076220397836621}",20,0,14.745558900345594,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.04035661327203115}",20,8,18.131603617472713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.039955058260653896}",25,15,17.71700919551231,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.039557498788398725}",20,3,26.74488613086404,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.039163895098987066}",25,0,37.40285836623474,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.03877420783172201}",30,0,46.83333120260682,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.038388398017552054}",20,12,15.619073241107651,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.038006427075174314}",35,24,19.208267993580584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.0376282568071762}",20,6,24.442377219684012,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.03725384939621581}",25,18,12.966202088244158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.036883167401239994}",20,9,21.23515656832921,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.0365161737537404}",25,1,36.252811658911135,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.03615283175404641}",20,10,-0.038943768998951356,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.0357931050676553}",25,12,26.88884335137216,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.03543695772159864}",25,13,7.592848481401626,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.035084354100845025}",20,8,17.58719201441641,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.03473525894473856}",30,3,48.53642834982044,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03438963734347271}",30,21,18.440471463290912,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.034047454734599344}",25,0,30.899908317773246,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.033708676899572396}",20,12,16.252297233317048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.03337326996032608}",25,13,17.22797425075702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.03304120037588693}",25,16,-4.95293205317766,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03271243493901982}",30,9,38.5460984961398,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03238694077290704}",20,9,22.587151296462867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.03206468532786077}",20,16,7.737731451449752,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.03174563637806794}",25,13,19.568180200671755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03142976201836771}",20,12,11.73002741192986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.03111703066106086}",25,17,15.041184769771892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.030807411032751076}",20,13,12.357895187414396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.030500872171217483}",25,17,13.713208040677578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.0301973834223185}",30,12,-12.49929795866057,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
351,False,"{'a': 0.5, 'e': 0.029896914436926308}",20,6,24.307059833479205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.029599435167892}",30,18,24.231363684154363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.029304915867040746}",20,15,10.044435160102617,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.029013327082197053}",30,20,16.73865851879867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.028724639654239423}",20,6,20.26981451977416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.028438824714184505}",25,7,30.072965259721144,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.028155853680300096}",30,23,13.744738709306635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.027875698255247015}",25,14,-20.818228937003816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.027598330423249287}",30,16,26.10983064789098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.02732372244729256}",20,10,19.748423542509393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.027051846866350416}",25,18,10.846716523702677,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.026782676492638175}",30,11,32.33349020564912,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.02651618440889418}",25,20,13.753274933174978,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.02625234396568796}",30,12,29.324606320928563,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.025991128778755347}",20,6,21.94766129807479,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.02573251272635994}",20,16,7.4049574471500925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.025476469946681016}",25,19,8.921623680259085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.025222974835227212}",25,18,13.236046441699827,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.024972002042276155}",25,10,21.732785453780572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.024723526470339388}",20,10,-17.059311731358044,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.02447752327165267}",20,9,22.881100131818243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.024233967845691113}",20,7,8.604996959889116,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.023992835836709175}",25,19,13.556512340354423,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.023754103131304997}",30,12,28.687566823636026,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.023517745856009107}",20,7,22.037650302349537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.023283740374897}",20,9,24.920770270680787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.02305206328722557}",30,16,26.26827713568069,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.02282269142509297}",20,16,7.56354026454175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.022595601851121864}",25,6,30.085107208542308,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.02237077185616559}",20,4,28.73996300216723,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.022148178957037315}",25,1,41.89583341528839,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.02192780089426161}",25,10,24.991438791542258,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.02170961562984857}",30,18,23.829689758188202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.021493601345089923}",20,14,10.144878379062787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.02127973643837717}",20,13,14.990964625157563,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.021067999523041434}",20,9,21.131368497709772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.020858369425214716}",20,14,11.678041726678964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.020650825181712566}",20,16,8.214711208990746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.020445346037937653}",20,0,37.09632991659483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.02024191144580439}",20,11,14.994506736433909,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.020040501061684014}",20,11,17.214799609747228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.019841094744370288}",20,12,15.68866327990337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.019643672553065292}",20,15,6.707899937105698,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
